"id","age","gender","education","country","ethnicity","personality_neuroticism","personality_extraversion","personality_openness","personality_agreeableness","personality_conscientiousness","personality_impulsiveness","personality_sensation","consumption_alcohol","consumption_amphetamines","consumption_caffeine","consumption_cannabis","consumption_chocolate","consumption_mushrooms","consumption_nicotine","consumption_cocaine_last_month"
"train_0844","18-24","female","Some college or university, no certificate or degree","New Zealand","Mixed-Black/Asian",18.5,64.7,52.7,51.9,73.5,0,46.6,"used in last month","never used","used in last day","used in last week","used in last day","never used","used in last year","No"
"train_0845","18-24","male","Left school at 18 years","Australia","Mixed-Black/Asian",66.6,72.2,92.7,43.5,66.4,56.5,71.1,"used in last week","never used","used in last day","used in last day","used in last day","used in last year","used in last day","No"
"train_0846","35-44","male","University degree","USA","Mixed-Black/Asian",44.5,64.7,39.3,54.2,66.4,50.4,46.6,"used in last week","never used","used in last day","used over a decade ago","used in last week","never used","used over a decade ago","No"
"train_0847","25-34","female","Left school before 16 years","USA","Mixed-Black/Asian",54.7,35.5,30,39,46,42.8,46.6,"used in last week","used over a decade ago","used in last day","used over a decade ago","used in last day","used over a decade ago","used in last day","No"
"train_0848","18-24","male","University degree","Australia","Mixed-Black/Asian",53.4,37.7,76.3,54.2,73.5,33.8,46.6,"used in last day","never used","used in last day","used in last day","used in last day","used in last year","used in last month","No"
"train_0849","18-24","male","University degree","USA","Mixed-Black/Asian",49.2,43.3,30,61,68.9,21.5,38.8,"used in last day","never used","used in last day","used in last year","used in last week","never used","used in last decade","No"
"train_0850","55-64","male","Masters degree","USA","Mixed-Black/Asian",56.1,57.3,70.2,45.6,38.7,56.5,71.1,"used in last day","never used","used in last day","never used","used in last week","never used","never used","No"
"train_0851","18-24","female","Professional certificate/ diploma","Other","Mixed-Black/Asian",56.1,64.7,70.2,54.2,46,80.9,100,"used in last week","used in last year","used in last week","used in last month","used in last day","never used","used in last week","No"
"train_0852","35-44","female","Some college or university, no certificate or degree","New Zealand","Mixed-Black/Asian",46.2,50.1,64.7,54.2,51.8,42.8,71.1,"used in last day","used in last decade","used in last day","used in last day","used in last week","used in last month","used in last day","Yes"
"train_0853","18-24","male","Left school at 18 years","USA","Mixed-Black/Asian",35.8,41.2,52.7,20,30,70.5,62,"used in last week","never used","used in last week","used in last month","used in last day","never used","used in last day","No"
"train_0854","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",49.2,47.6,73.1,63.6,47.9,63,100,"used in last day","used in last year","used in last day","used in last day","used in last week","used in last year","used in last day","No"
"train_0855","25-34","female","Professional certificate/ diploma","UK","Mixed-Black/Asian",46.2,43.3,50.1,43.5,51.8,33.8,30.8,"used in last week","used in last decade","used in last day","used in last day","used in last week","used in last decade","used in last day","Yes"
"train_0856","35-44","female","University degree","New Zealand","Mixed-Black/Asian",73.5,41.2,67.3,26.6,44.1,42.8,71.1,"used in last week","used in last decade","used in last day","used in last decade","used in last day","used in last decade","used in last decade","No"
"train_0857","25-34","male","Masters degree","Australia","Mixed-Black/Asian",62.3,82.5,73.1,39,71.1,63,100,"used in last day","used in last decade","used in last day","used in last day","used in last week","used in last week","used in last day","Yes"
"train_0858","55-64","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",37.7,72.2,60.2,41.2,73.5,70.5,71.1,"used in last day","never used","used in last day","never used","used in last day","never used","used in last day","No"
"train_0859","45-54","female","University degree","USA","Mixed-Black/Asian",60.8,37.7,23.4,34.5,51.8,33.8,30.8,"used in last day","never used","used in last day","never used","used in last week","never used","used in last month","No"
"train_0860","25-34","male","Masters degree","Australia","Mixed-Black/Asian",56.1,69.6,50.1,39,35.4,50.4,38.8,"used in last week","used in last week","used in last week","used in last week","used in last day","used in last month","used in last decade","Yes"
"train_0861","18-24","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",71.8,50.1,52.7,61,46,50.4,46.6,"used in last week","never used","used in last day","used in last day","used in last week","used in last year","used in last day","No"
"train_0862","25-34","female","Masters degree","USA","Black",30.1,57.3,70.2,43.5,66.4,21.5,30.8,"never used","never used","used in last day","never used","used in last month","never used","never used","No"
"train_0863","25-34","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",41.3,64.7,34.9,47.8,58.4,50.4,46.6,"used in last week","never used","used in last week","never used","used in last week","never used","used over a decade ago","No"
"train_0864","35-44","male","Left school at 18 years","USA","Mixed-Black/Asian",26.3,62.3,50.1,49.8,73.5,50.4,54,"used in last week","never used","used in last day","never used","used in last week","never used","never used","No"
"train_0865","18-24","female","Professional certificate/ diploma","USA","Mixed-Black/Asian",26.3,69.6,43.6,41.2,33.6,80.9,71.1,"used in last week","never used","used in last week","never used","used in last day","never used","never used","Yes"
"train_0866","55-64","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",37.7,64.7,60.2,41.2,44.1,56.5,46.6,"used in last week","never used","used in last day","used in last month","used in last day","never used","never used","No"
"train_0867","45-54","female","Professional certificate/ diploma","USA","Mixed-Black/Asian",53.4,57.3,39.3,28.6,56,70.5,82.6,"used in last day","never used","used in last day","never used","used in last week","never used","used in last day","No"
"train_0868","18-24","female","University degree","USA","Mixed-Black/Asian",37.7,54.9,30,41.2,76.1,42.8,54,"used in last month","never used","used in last week","never used","used in last week","never used","never used","No"
"train_0869","18-24","female","Some college or university, no certificate or degree","UK","Mixed-Black/Asian",88,54.9,57.8,36.8,35.4,80.9,82.6,"used in last week","used in last decade","used in last week","used in last week","used in last month","used in last decade","used in last day","No"
"train_0870","35-44","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",66.6,16.2,23.4,58.5,56,21.5,13.2,"used in last week","never used","used in last week","used over a decade ago","used in last day","never used","used in last year","No"
"train_0871","35-44","male","Masters degree","Australia","Mixed-Black/Asian",69.7,27,52.7,89.8,38.7,42.8,0,"used in last day","never used","used in last day","used in last day","used in last day","used in last decade","never used","No"
"train_0872","45-54","female","Doctorate degree","Australia","Mixed-Black/Asian",53.4,54.9,60.2,36.8,49.9,50.4,62,"used in last decade","never used","used in last day","used in last decade","used in last day","used in last decade","never used","No"
"train_0873","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-White/Asian",23.7,79.6,100,61,53.7,70.5,82.6,"used in last week","used in last day","used in last month","used in last day","used in last day","used in last year","used in last day","Yes"
"train_0874","25-34","female","University degree","USA","Mixed-Black/Asian",50.6,79.6,57.8,47.8,42.4,56.5,62,"used in last week","used in last decade","used in last day","used in last week","used in last week","never used","used in last week","No"
"train_0875","35-44","female","Professional certificate/ diploma","UK","Mixed-Black/Asian",57.6,43.3,64.7,54.2,60.9,63,71.1,"used in last decade","never used","used in last day","used over a decade ago","never used","used over a decade ago","used over a decade ago","No"
"train_0876","18-24","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",60.8,47.6,83.5,70.9,51.8,63,30.8,"used in last day","never used","used in last week","used in last day","used in last week","used in last year","used in last day","No"
"train_0877","18-24","female","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",62.3,25.1,67.3,32.5,26.3,21.5,38.8,"used in last day","never used","used in last day","used in last year","used in last week","used in last month","used in last day","No"
"train_0878","25-34","male","Left school at 18 years","New Zealand","Mixed-Black/Asian",64.9,69.6,70.2,39,71.1,50.4,62,"used in last week","used in last year","used in last week","used in last week","used in last week","used in last year","used in last day","No"
"train_0879","25-34","male","Some college or university, no certificate or degree","USA","Mixed-White/Asian",69.7,37.7,39.3,34.5,37,70.5,100,"used in last week","used in last year","used in last day","never used","used in last week","used in last decade","never used","Yes"
"train_0880","35-44","female","Left school at 16 years","USA","Mixed-Black/Asian",23.7,62.3,27.8,43.5,66.4,42.8,54,"used in last week","never used","used in last year","never used","used in last week","used in last decade","used in last day","No"
"train_0881","18-24","male","University degree","USA","Black",56.1,59.7,70.2,66.1,46,33.8,71.1,"never used","used in last decade","used in last day","used in last day","used in last week","used in last decade","used in last day","No"
"train_0882","25-34","male","Masters degree","USA","Mixed-Black/Asian",63.7,54.9,43.6,24.4,46,50.4,54,"used in last week","never used","used in last day","used in last decade","used in last day","never used","never used","No"
"train_0883","25-34","female","University degree","USA","Mixed-Black/Asian",53.4,45.4,37.2,30.6,49.9,50.4,38.8,"used in last year","used in last decade","used in last week","used in last day","used in last day","used in last decade","used in last day","No"
"train_0884","45-54","female","Doctorate degree","Australia","Mixed-Black/Asian",57.6,43.3,62.5,54.2,31.8,70.5,54,"used in last day","used in last day","used in last day","used in last year","used in last day","used in last decade","used in last decade","No"
"train_0885","25-34","female","Some college or university, no certificate or degree","New Zealand","Mixed-Black/Asian",66.6,41.2,55.3,63.6,42.4,63,46.6,"used in last week","used in last year","used in last day","used in last week","used in last week","used in last year","used in last day","No"
"train_0886","18-24","male","University degree","Australia","Mixed-Black/Asian",63.7,33.3,76.3,54.2,66.4,63,100,"used in last week","never used","used in last day","used in last day","used in last day","used in last decade","used in last year","Yes"
"train_0887","35-44","female","Professional certificate/ diploma","USA","Mixed-Black/Asian",57.6,52.6,52.7,43.5,42.4,42.8,62,"used in last week","used in last decade","used in last week","used in last month","used in last month","used in last decade","used in last decade","No"
"train_0888","25-34","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",46.2,12.6,32.4,39,46,50.4,71.1,"used in last decade","used in last week","used in last day","used in last decade","used in last month","used in last decade","used over a decade ago","No"
"train_0889","35-44","male","University degree","Australia","Mixed-Black/Asian",46.2,33.3,57.8,45.6,68.9,42.8,46.6,"used in last day","used over a decade ago","used in last day","used in last day","used in last week","used in last decade","used over a decade ago","No"
"train_0890","25-34","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",33.7,72.2,73.1,36.8,47.9,56.5,82.6,"used in last decade","used in last decade","used in last day","used in last decade","used in last week","used in last decade","used in last decade","No"
"train_0891","18-24","female","Professional certificate/ diploma","Australia","Other",59.2,69.6,50.1,58.5,79.5,63,82.6,"used in last week","used in last week","used in last month","used in last week","used in last day","used in last year","used in last day","Yes"
"train_0892","25-34","male","Masters degree","USA","Mixed-Black/Asian",37.7,50.1,57.8,47.8,49.9,50.4,54,"used in last week","used in last decade","used in last day","used in last day","used in last day","used in last decade","used in last day","No"
"train_0893","18-24","male","Some college or university, no certificate or degree","Australia","Mixed-White/Black",62.3,54.9,76.3,49.8,38.7,80.9,100,"used in last week","used in last day","used in last day","used in last day","used in last day","used in last month","used in last day","No"
"train_0894","35-44","male","Professional certificate/ diploma","Australia","Mixed-Black/Asian",33.7,45.4,64.7,63.6,66.4,21.5,54,"used in last month","used over a decade ago","used in last month","used in last month","used in last month","used in last decade","used in last day","No"
"train_0895","35-44","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",46.2,62.3,25.8,41.2,56,42.8,46.6,"used in last week","never used","used in last day","never used","used in last day","never used","used in last day","No"
"train_0896","25-34","male","Masters degree","Australia","Mixed-Black/Asian",71.8,69.6,83.5,13.4,31.8,70.5,82.6,"used in last week","never used","used in last day","used in last year","used in last month","never used","never used","Yes"
"train_0897","45-54","male","Masters degree","USA","Mixed-Black/Asian",62.3,39.4,60.2,54.2,30,33.8,71.1,"used in last day","used over a decade ago","used in last day","used over a decade ago","used in last week","used over a decade ago","used in last decade","No"
"train_0898","18-24","female","Some college or university, no certificate or degree","UK","Mixed-Black/Asian",57.6,33.3,62.5,58.5,38.7,50.4,46.6,"used in last week","used in last week","used in last decade","used in last month","used in last month","used in last year","used in last week","Yes"
"train_0899","35-44","male","Doctorate degree","USA","Mixed-Black/Asian",21,74.2,55.3,51.9,60.9,50.4,30.8,"used in last week","used over a decade ago","used in last day","used over a decade ago","used in last week","used over a decade ago","used over a decade ago","No"
"train_0900","35-44","female","Professional certificate/ diploma","USA","Mixed-Black/Asian",44.5,62.3,52.7,41.2,51.8,63,82.6,"used in last decade","used over a decade ago","used in last day","used in last day","used in last day","used over a decade ago","used in last day","No"
"train_0901","25-34","male","University degree","USA","Mixed-Black/Asian",52,76.6,62.5,51.9,47.9,70.5,82.6,"used in last week","never used","used in last day","used in last decade","used in last day","used in last decade","used in last day","No"
"train_0902","35-44","male","Left school at 16 years","USA","Mixed-Black/Asian",49.2,67,57.8,36.8,35.4,80.9,62,"used in last week","never used","used in last day","never used","used in last day","never used","never used","No"
"train_0903","35-44","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",66.6,41.2,17.2,61,28.1,63,54,"used in last day","never used","used in last day","never used","used in last week","never used","used in last day","No"
"train_0904","55-64","female","University degree","USA","Mixed-Black/Asian",33.7,47.6,50.1,54.2,60.9,42.8,54,"used in last day","used over a decade ago","used in last day","used in last year","used in last day","never used","used over a decade ago","No"
"train_0905","25-34","male","University degree","USA","Mixed-Black/Asian",42.8,67,64.7,63.6,63.6,21.5,46.6,"used in last week","used in last year","used in last day","used in last year","used in last month","never used","used in last week","No"
"train_0906","18-24","female","Left school at 18 years","Australia","Other",57.6,57.3,47.9,30.6,46,56.5,82.6,"used in last week","used in last year","used in last day","used in last day","never used","used in last year","used in last day","No"
"train_0907","35-44","male","Masters degree","USA","Mixed-Black/Asian",41.3,43.3,34.9,76.2,63.6,33.8,30.8,"used in last day","never used","used in last week","used over a decade ago","used in last month","never used","used over a decade ago","No"
"train_0908","18-24","male","University degree","USA","Mixed-Black/Asian",56.1,50.1,52.7,61,46,21.5,22.4,"used in last week","never used","used in last day","never used","used in last day","never used","never used","No"
"train_0909","45-54","male","Left school at 16 years","USA","Mixed-Black/Asian",44.5,54.9,27.8,66.1,38.7,21.5,30.8,"used in last day","never used","used in last day","used in last day","used in last week","never used","used in last day","No"
"train_0910","35-44","female","University degree","USA","Mixed-Black/Asian",59.2,31.2,52.7,49.8,18.5,80.9,62,"used in last day","used over a decade ago","used in last day","used in last day","used in last week","used in last year","used in last decade","No"
"train_0911","25-34","female","University degree","Other","Mixed-Black/Asian",66.6,52.6,62.5,56.3,60.9,21.5,71.1,"used in last day","used in last decade","used in last day","used in last decade","used in last day","used over a decade ago","used in last decade","No"
"train_0912","35-44","female","University degree","USA","Mixed-Black/Asian",53.4,25.1,43.6,32.5,44.1,42.8,0,"used in last year","used over a decade ago","used in last day","used in last decade","used in last week","never used","used in last day","No"
"train_0913","18-24","female","Professional certificate/ diploma","USA","Mixed-Black/Asian",62.3,41.2,73.1,34.5,46,56.5,62,"used in last decade","never used","used in last day","used in last month","used in last week","never used","used in last month","No"
"train_0914","55-64","female","University degree","USA","Mixed-Black/Asian",21,27,27.8,34.5,66.4,33.8,38.8,"used in last week","used in last decade","used in last day","used over a decade ago","used in last week","never used","never used","No"
"train_0915","45-54","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",50.6,47.6,43.6,41.2,56,33.8,38.8,"used in last year","never used","used in last day","never used","used in last year","never used","never used","No"
"train_0916","45-54","female","Left school at 16 years","USA","Mixed-Black/Asian",59.2,31.2,47.9,43.5,30,21.5,30.8,"used in last day","used over a decade ago","used in last day","used in last day","used in last month","used over a decade ago","used in last day","No"
"train_0917","18-24","male","University degree","USA","Mixed-Black/Asian",59.2,35.5,39.3,34.5,44.1,42.8,62,"used in last week","used in last decade","used in last day","used in last decade","used in last day","used in last decade","used in last week","No"
"train_0918","25-34","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",52,64.7,32.4,82.2,79.5,21.5,0,"used in last week","never used","used in last day","never used","used in last day","never used","never used","No"
"train_0919","25-34","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",78.7,33.3,60.2,26.6,31.8,70.5,82.6,"used in last week","never used","used in last day","used in last month","never used","used in last decade","used in last day","No"
"train_0920","25-34","male","Masters degree","USA","Mixed-Black/Asian",41.3,64.7,57.8,66.1,79.5,50.4,30.8,"used in last month","never used","used in last day","never used","used in last week","never used","never used","No"
"train_0921","35-44","male","University degree","USA","Mixed-Black/Asian",35.8,41.2,52.7,30.6,58.4,63,62,"used in last week","never used","used in last day","never used","used in last week","never used","never used","No"
"train_0922","45-54","male","Left school at 16 years","USA","Mixed-Black/Asian",44.5,59.7,34.9,66.1,51.8,50.4,38.8,"used in last month","used in last year","used in last day","used in last year","used in last week","used in last year","used in last year","No"
"train_0923","45-54","female","University degree","USA","Mixed-Black/Asian",49.2,39.4,60.2,51.9,47.9,42.8,38.8,"used in last week","never used","used in last day","used over a decade ago","used in last week","never used","used in last decade","No"
"train_0924","18-24","male","Left school at 18 years","USA","Mixed-Black/Asian",52,29,32.4,49.8,49.9,21.5,0,"used in last month","never used","used in last week","never used","used in last day","never used","never used","No"
"train_0925","35-44","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",64.9,25.1,30,47.8,53.7,21.5,13.2,"used in last day","never used","used in last day","used in last decade","used in last day","never used","never used","No"
"train_0926","25-34","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",56.1,11.2,39.3,26.6,12.9,63,54,"used in last day","used in last month","used in last day","used in last day","used in last week","used in last month","used in last year","No"
"train_0927","18-24","male","University degree","USA","Mixed-Black/Asian",64.9,67,37.2,63.6,58.4,21.5,22.4,"used in last week","used in last decade","used in last week","used in last month","used in last day","never used","used in last day","No"
"train_0928","45-54","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",44.5,62.3,62.5,51.9,60.9,0,30.8,"used in last week","never used","used in last day","never used","used in last day","never used","never used","No"
"train_0929","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",47.8,59.7,57.8,43.5,49.9,70.5,82.6,"used in last week","used in last year","used in last day","used in last day","used in last day","used in last year","used in last day","No"
"train_0930","35-44","male","Masters degree","USA","Asian",37.7,52.6,39.3,39,51.8,21.5,0,"used in last month","never used","used in last decade","never used","used in last month","never used","never used","No"
"train_0931","25-34","male","Left school at 18 years","USA","Mixed-Black/Asian",49.2,47.6,21,58.5,60.9,33.8,30.8,"used in last month","never used","used in last day","used over a decade ago","used in last day","never used","used over a decade ago","No"
"train_0932","25-34","female","Professional certificate/ diploma","Australia","Mixed-White/Black",57.6,64.7,50.1,43.5,60.9,50.4,46.6,"used in last day","used in last decade","used in last day","used in last day","used in last week","used in last decade","used in last day","Yes"
"train_0933","35-44","female","University degree","USA","Mixed-Black/Asian",76.9,35.5,62.5,24.4,44.1,50.4,30.8,"used in last day","never used","used in last day","used in last decade","used in last year","never used","used in last day","No"
"train_0934","45-54","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",42.8,54.9,55.3,30.6,63.6,50.4,46.6,"used in last week","never used","used in last day","used over a decade ago","used in last week","never used","used over a decade ago","No"
"train_0935","18-24","male","University degree","Australia","Mixed-Black/Asian",46.2,54.9,50.1,47.8,51.8,63,82.6,"used in last week","used in last month","used in last day","used in last decade","used in last month","used in last year","used in last year","Yes"
"train_0936","18-24","female","Left school at 18 years","Australia","Mixed-Black/Asian",75.2,16.2,73.1,56.3,30,56.5,62,"used in last decade","used in last decade","used in last day","used in last day","used in last week","used in last year","used in last day","No"
"train_0937","18-24","female","Professional certificate/ diploma","USA","Mixed-Black/Asian",59.2,41.2,67.3,49.8,53.7,63,71.1,"used in last week","never used","used in last day","used in last day","used in last week","never used","used in last day","No"
"train_0938","18-24","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",57.6,41.2,60.2,45.6,44.1,42.8,46.6,"used in last week","never used","used in last month","used in last day","used in last month","used in last year","used in last year","No"
"train_0939","18-24","female","Professional certificate/ diploma","USA","Mixed-Black/Asian",54.7,50.1,25.8,47.8,53.7,63,71.1,"used in last year","never used","used in last day","used in last day","used in last day","never used","used in last day","No"
"train_0940","25-34","female","Professional certificate/ diploma","New Zealand","Mixed-White/Asian",50.6,64.7,52.7,58.5,58.4,50.4,71.1,"used in last week","never used","used in last day","used in last week","used in last week","used in last decade","used in last day","No"
"train_0941","18-24","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",63.7,23.1,100,51.9,38.7,80.9,82.6,"never used","never used","used in last day","used in last week","used in last day","never used","used in last week","No"
"train_0942","18-24","female","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",30.1,54.9,70.2,79.4,51.8,33.8,46.6,"used in last year","used in last decade","used in last month","used in last day","used in last week","never used","used in last day","No"
"train_0943","35-44","male","Left school at 16 years","USA","Mixed-Black/Asian",49.2,52.6,41.4,26.6,53.7,42.8,38.8,"used in last day","used in last decade","used in last day","used in last decade","used in last day","used in last decade","used in last day","No"
"train_0944","25-34","male","Masters degree","USA","Mixed-Black/Asian",57.6,29,34.9,58.5,53.7,21.5,0,"used in last decade","never used","used in last month","never used","used in last week","never used","never used","No"
"train_0945","25-34","male","Masters degree","USA","Mixed-Black/Asian",80.9,45.4,47.9,26.6,40.6,50.4,54,"used in last day","used in last year","used in last week","used in last day","used in last day","used in last decade","used in last day","No"
"train_0946","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",47.8,72.2,76.3,41.2,47.9,63,82.6,"used in last day","never used","used in last day","never used","used in last month","never used","used in last month","No"
"train_0947","35-44","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",39.7,45.4,43.6,41.2,53.7,33.8,38.8,"used in last day","used over a decade ago","used over a decade ago","used in last day","used over a decade ago","used over a decade ago","used over a decade ago","No"
"train_0948","45-54","female","University degree","USA","Mixed-Black/Asian",54.7,50.1,73.1,49.8,71.1,42.8,46.6,"used in last day","used over a decade ago","used in last decade","used over a decade ago","used in last week","used over a decade ago","used in last decade","No"
"train_0949","35-44","female","Professional certificate/ diploma","Australia","Mixed-Black/Asian",59.2,33.3,45.7,51.9,33.6,63,30.8,"used in last year","used over a decade ago","used in last day","used in last decade","used in last day","used in last decade","used in last year","No"
"train_0950","35-44","male","University degree","USA","Asian",60.8,29,32.4,54.2,46,33.8,30.8,"used in last week","never used","used in last day","never used","used in last day","never used","never used","No"
"train_0951","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",42.8,57.3,87.9,68.6,56,50.4,71.1,"used in last day","used in last year","used in last day","used in last week","used in last week","never used","used in last year","No"
"train_0952","35-44","male","Professional certificate/ diploma","UK","Mixed-Black/Asian",57.6,50.1,37.2,51.9,47.9,21.5,22.4,"used in last month","never used","used in last day","used over a decade ago","used in last day","never used","used in last year","No"
"train_0953","25-34","male","Masters degree","USA","Mixed-Black/Asian",60.8,54.9,45.7,70.9,63.6,21.5,38.8,"used in last week","never used","used in last day","never used","used in last day","never used","never used","No"
"train_0954","45-54","female","University degree","USA","Mixed-Black/Asian",57.6,54.9,50.1,58.5,56,33.8,38.8,"used in last decade","used over a decade ago","used in last day","used in last decade","used in last week","used over a decade ago","used in last day","No"
"train_0955","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",41.3,50.1,57.8,76.2,68.9,42.8,38.8,"used in last year","used in last decade","used in last week","used in last day","used in last month","used in last year","never used","No"
"train_0956","18-24","female","Masters degree","USA","Mixed-Black/Asian",39.7,64.7,45.7,56.3,60.9,63,71.1,"used in last week","used in last decade","used in last week","used in last month","used in last month","used in last decade","used in last week","Yes"
"train_0957","18-24","female","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",49.2,43.3,41.4,39,26.3,70.5,71.1,"used in last month","used in last decade","used in last week","used in last month","used in last day","used in last decade","used in last decade","No"
"train_0958","18-24","female","University degree","Australia","Mixed-Black/Asian",39.7,76.6,79.8,56.3,46,50.4,62,"used in last month","used in last decade","used in last day","used in last day","used in last day","used in last year","used in last day","No"
"train_0959","45-54","female","Doctorate degree","Other","Mixed-Black/Asian",60.8,52.6,67.3,85.5,53.7,33.8,62,"used in last month","used in last year","used in last month","used in last week","used in last month","used in last decade","used in last year","No"
"train_0960","18-24","female","Some college or university, no certificate or degree","Australia","Asian",53.4,25.1,52.7,56.3,28.1,42.8,46.6,"used in last month","used in last decade","used in last day","used in last year","used in last week","used in last decade","used in last day","No"
"train_0961","35-44","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",18.5,57.3,50.1,89.8,66.4,33.8,30.8,"used in last week","never used","used in last day","used over a decade ago","used in last week","never used","used in last month","No"
"train_0962","18-24","female","Professional certificate/ diploma","Australia","Mixed-Black/Asian",39.7,69.6,62.5,66.1,40.6,42.8,71.1,"used in last week","used in last decade","used in last week","used in last day","used in last month","used in last week","used in last week","No"
"train_0963","18-24","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",42.8,72.2,83.5,68.6,38.7,50.4,100,"used in last day","never used","used in last day","used in last day","used in last day","never used","used in last month","No"
"train_0964","55-64","male","University degree","USA","Mixed-Black/Asian",39.7,31.2,52.7,36.8,47.9,63,62,"used in last week","used over a decade ago","used in last day","used in last decade","used in last day","used over a decade ago","used over a decade ago","No"
"train_0965","25-34","male","Masters degree","USA","Mixed-Black/Asian",41.3,57.3,50.1,61,71.1,42.8,38.8,"used in last month","never used","used in last day","never used","never used","never used","never used","No"
"train_0966","18-24","female","Left school at 18 years","USA","Mixed-Black/Asian",37.7,57.3,60.2,58.5,49.9,50.4,62,"used in last day","used in last decade","used in last week","used in last day","used in last month","used in last year","used in last month","No"
"train_0967","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",83,8.3,32.4,54.2,22.3,56.5,82.6,"used in last year","never used","used in last day","used in last month","used in last week","used in last year","used in last day","No"
"train_0968","25-34","female","Masters degree","USA","Mixed-Black/Asian",71.8,23.1,60.2,54.2,58.4,21.5,30.8,"used in last day","never used","used in last day","used over a decade ago","used in last month","never used","never used","No"
"train_0969","25-34","male","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",66.6,45.4,23.4,54.2,44.1,21.5,30.8,"used in last month","never used","used in last week","never used","used in last week","never used","never used","No"
"train_0970","55-64","female","Professional certificate/ diploma","New Zealand","Mixed-Black/Asian",39.7,54.9,62.5,51.9,49.9,42.8,46.6,"used in last year","used over a decade ago","used in last day","used in last month","used in last week","used over a decade ago","used in last day","No"
"train_0971","35-44","female","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",39.7,37.7,19.2,26.6,18.5,0,22.4,"used in last day","never used","used in last day","used over a decade ago","used in last week","never used","used in last year","No"
"train_0972","18-24","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",80.9,20.7,73.1,70.9,33.6,42.8,82.6,"used in last day","used in last year","used in last day","used in last month","used in last month","never used","used in last day","No"
"train_0973","45-54","male","University degree","USA","Mixed-Black/Asian",35.8,14.5,32.4,73.3,51.8,33.8,13.2,"used in last month","used over a decade ago","used in last day","never used","used in last month","never used","never used","No"
"train_0974","45-54","female","Left school at 16 years","USA","Mixed-Black/Asian",53.4,37.7,47.9,47.8,40.6,50.4,30.8,"used in last day","used over a decade ago","used in last day","used in last week","used in last day","used over a decade ago","used in last day","No"
"train_0975","55-64","female","University degree","USA","Mixed-Black/Asian",33.7,67,47.9,66.1,63.6,42.8,54,"used over a decade ago","never used","used over a decade ago","never used","used in last day","never used","used over a decade ago","No"
"train_0976","18-24","female","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",50.6,39.4,57.8,18,31.8,50.4,71.1,"used in last week","never used","used in last day","used in last day","used in last week","used in last decade","used in last day","Yes"
"train_0977","18-24","female","Left school at 18 years","Australia","Mixed-Black/Asian",59.2,69.6,73.1,43.5,42.4,80.9,71.1,"used in last week","used in last year","used in last day","used in last week","used in last week","used in last month","used in last year","No"
"train_0978","25-34","male","University degree","USA","Mixed-Black/Asian",46.2,43.3,30,66.1,63.6,21.5,13.2,"used in last year","never used","used in last day","never used","used in last day","never used","never used","No"
"train_0979","35-44","female","Masters degree","USA","Mixed-Black/Asian",37.7,59.7,50.1,30.6,53.7,63,62,"used in last week","never used","used in last day","used in last decade","used in last day","used over a decade ago","used over a decade ago","No"
"train_0980","45-54","female","Left school at 16 years","USA","Mixed-Black/Asian",46.2,52.6,47.9,45.6,47.9,21.5,54,"used in last week","never used","used in last day","used in last decade","used in last month","never used","never used","No"
